timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1698973687971,1,HTTP Request,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to 127.0.0.1:5000 [/127.0.0.1] failed: Connection refused (Connection refused),Thread Group 1-91,text,false,,2637,0,1,1,http://127.0.0.1:5000/get_anime/1,0,0,1
1698973687981,1,HTTP Request,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to 127.0.0.1:5000 [/127.0.0.1] failed: Connection refused (Connection refused),Thread Group 1-92,text,false,,2637,0,1,1,http://127.0.0.1:5000/get_anime/1,0,0,1
1698973687991,0,HTTP Request,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to 127.0.0.1:5000 [/127.0.0.1] failed: Connection refused (Connection refused),Thread Group 1-93,text,false,,2637,0,1,1,http://127.0.0.1:5000/get_anime/1,0,0,0
1698973688001,1,HTTP Request,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to 127.0.0.1:5000 [/127.0.0.1] failed: Connection refused (Connection refused),Thread Group 1-94,text,false,,2637,0,1,1,http://127.0.0.1:5000/get_anime/1,0,0,1
1698973688011,1,HTTP Request,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to 127.0.0.1:5000 [/127.0.0.1] failed: Connection refused (Connection refused),Thread Group 1-95,text,false,,2637,0,1,1,http://127.0.0.1:5000/get_anime/1,0,0,1
1698973688021,1,HTTP Request,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to 127.0.0.1:5000 [/127.0.0.1] failed: Connection refused (Connection refused),Thread Group 1-96,text,false,,2637,0,1,1,http://127.0.0.1:5000/get_anime/1,0,0,1
1698973688031,1,HTTP Request,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to 127.0.0.1:5000 [/127.0.0.1] failed: Connection refused (Connection refused),Thread Group 1-97,text,false,,2637,0,1,1,http://127.0.0.1:5000/get_anime/1,0,0,1
1698973688041,1,HTTP Request,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to 127.0.0.1:5000 [/127.0.0.1] failed: Connection refused (Connection refused),Thread Group 1-98,text,false,,2637,0,1,1,http://127.0.0.1:5000/get_anime/1,0,0,1
1698973688052,0,HTTP Request,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to 127.0.0.1:5000 [/127.0.0.1] failed: Connection refused (Connection refused),Thread Group 1-99,text,false,,2637,0,1,1,http://127.0.0.1:5000/get_anime/1,0,0,0
1698973688062,0,HTTP Request,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to 127.0.0.1:5000 [/127.0.0.1] failed: Connection refused (Connection refused),Thread Group 1-100,text,false,,2637,0,1,1,http://127.0.0.1:5000/get_anime/1,0,0,0
